Date,Rank,Title,Artist,Featured_Artists,Source,Duration,URL,Total_Likes,Total_Plays,chart_date
2025-10-31,2.0,Họa Sĩ Tồi,Thái Học,,ZINGMP3,04:43,https://zingmp3.vn/bai-hat/Hoa-Si-Toi-Thai-Hoc/Z88IIB8B.html,212000.0,9100000.0,2025-12-10
2025-10-31,3.0,Mỹ Vị Cuộc Đời,Trung Quân,,ZINGMP3,05:06,https://zingmp3.vn/bai-hat/My-Vi-Cuoc-Doi-Trung-Quan/Z8AOAC0O.html,1000.0,76000.0,2025-12-10
2025-10-31,4.0,Em Thua Cô Ta,Min Quỳnh Anh,,ZINGMP3,04:29,https://zingmp3.vn/bai-hat/Em-Thua-Co-Ta-Min-Quynh-Anh/Z89Z7Z0A.html,105000.0,2100000.0,2025-12-10
2025-10-31,5.0,Canh Bạc Hôn Nhân,LaLa Trần,Nguyễn Hồng Thuận,ZINGMP3,05:35,https://zingmp3.vn/bai-hat/Canh-Bac-Hon-Nhan-LaLa-Tran-Nguyen-Hong-Thuan/Z8AIA6D7.html,11000.0,273000.0,2025-12-10
2025-10-31,6.0,Anh Đã Không Biết Cách Yêu Em,Quang Đăng Trần,,ZINGMP3,04:06,https://zingmp3.vn/bai-hat/Anh-Da-Khong-Biet-Cach-Yeu-Em-Quang-Dang-Tran/Z870AWF8.html,381000.0,18900000.0,2025-12-10
2025-10-31,7.0,Cạn Dòng Ướt Mi,Dee Trần,,ZINGMP3,04:33,https://zingmp3.vn/bai-hat/Can-Dong-Uot-Mi-Dee-Tran/Z8AUA078.html,1000.0,57000.0,2025-12-10
2025-10-31,8.0,Mình Là Người Yêu Cũ,Khả Hiệp,,ZINGMP3,04:53,https://zingmp3.vn/bai-hat/Minh-La-Nguoi-Yeu-Cu-Kha-Hiep/Z877Z7EW.html,199000.0,8500000.0,2025-12-10
2025-10-31,9.0,Quyền Yếu Đuối,MiiNa,"RIN9, DREAMeR",ZINGMP3,02:55,https://zingmp3.vn/bai-hat/Quyen-Yeu-Duoi-MiiNa-RIN9-DREAMeR/Z89AI86A.html,42000.0,1100000.0,2025-12-10
2025-10-31,10.0,10 Mất 1 Còn Không,Lê Gia Bảo,BMZ,ZINGMP3,04:50,https://zingmp3.vn/bai-hat/10-Mat-1-Con-Khong-Le-Gia-Bao-BMZ/Z8ZI9OID.html,363000.0,21500000.0,2025-12-10
2025-10-31,11.0,Xin Lỗi Vì Đã Xuất Hiện,Thanh Hưng,,ZINGMP3,06:03,https://zingmp3.vn/bai-hat/Xin-Loi-Vi-Da-Xuat-Hien-Thanh-Hung/Z8A0AWU6.html,6000.0,265000.0,2025-12-10
2025-10-31,12.0,Phim Ba Người,Nguyễn Vĩ,,ZINGMP3,05:16,https://zingmp3.vn/bai-hat/Phim-Ba-Nguoi-Nguyen-Vi/Z8UOW9OB.html,685000.0,37100000.0,2025-12-10
2025-10-31,13.0,Ngày Này Năm Ấy,Việt Anh,,ZINGMP3,03:59,https://zingmp3.vn/bai-hat/Ngay-Nay-Nam-Ay-Viet-Anh/Z87W0W9U.html,121000.0,6500000.0,2025-12-10
2025-10-31,14.0,NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN,ANH TRAI SAY HI,"Vũ Cát Tường, Karik, Negav, Ngô Kiến Huy, Jey B",ZINGMP3,05:17,https://zingmp3.vn/bai-hat/NGUOI-NHU-ANH-XUNG-DANG-CO-DON-ANH-TRAI-SAY-HI-Vu-Cat-Tuong-Karik-Negav-Ngo-Kien-Huy-Jey-B/Z89ZDF6B.html,39000.0,2600000.0,2025-12-10
2025-10-31,15.0,Vòng Xoay Của Ba Chúng Ta,Thành Đạt,,ZINGMP3,05:39,https://zingmp3.vn/bai-hat/Vong-Xoay-Cua-Ba-Chung-Ta-Thanh-Dat/Z89U7E6O.html,2000.0,241000.0,2025-12-10
2025-10-31,16.0,Hóa Giải Bằng Nước Mắt,Cao Thái Sơn,Lê Chí Trung,ZINGMP3,04:49,https://zingmp3.vn/bai-hat/Hoa-Giai-Bang-Nuoc-Mat-Cao-Thai-Son-Le-Chi-Trung/Z7CEDDB6.html,273000.0,24100000.0,2025-12-10
2025-10-31,17.0,Nỗi Đau Giữa Hòa Bình,Hòa Minzy,Nguyễn Văn Chung,ZINGMP3,05:19,https://zingmp3.vn/bai-hat/Noi-Dau-Giua-Hoa-Binh-Hoa-Minzy-Nguyen-Van-Chung/Z88IIO98.html,156000.0,6300000.0,2025-12-10
2025-10-31,18.0,POLITE,SonaOne,tlinh,ZINGMP3,02:41,https://zingmp3.vn/bai-hat/POLITE-SonaOne-tlinh/Z8AZ6W6Z.html,,,2025-12-10
2025-10-31,19.0,Kho Báu (with Rhymastic),STRONG,Rhymastic,ZINGMP3,03:38,https://zingmp3.vn/bai-hat/Kho-Bau-with-Rhymastic-S-TRONG-Rhymastic/Z87FI0E0.html,68000.0,5300000.0,2025-12-10
2025-10-31,20.0,Lưới Tình,J.ADE,,ZINGMP3,04:14,https://zingmp3.vn/bai-hat/Luoi-Tinh-J-ADE/Z8AOF0ZC.html,64000.0,,2025-12-10
2025-10-31,21.0,Không Buông,Hngle,Ari,ZINGMP3,02:55,https://zingmp3.vn/bai-hat/Khong-Buong-Hngle-Ari/Z88WECDF.html,64000.0,3200000.0,2025-12-10
2025-10-31,22.0,Thiệp Hồng Sai Tên,Nguyễn Thành Đạt,,ZINGMP3,05:20,https://zingmp3.vn/bai-hat/Thiep-Hong-Sai-Ten-Nguyen-Thanh-Dat/Z8AU6DAU.html,8000.0,112000.0,2025-12-10
2025-10-31,23.0,Tự Dưng Thành Người Lạ,Quốc Thiên,,ZINGMP3,05:38,https://zingmp3.vn/bai-hat/Tu-Dung-Thanh-Nguoi-La-Quoc-Thien/Z89BWI00.html,13000.0,528000.0,2025-12-10
2025-10-31,24.0,NGƯỜI ĐẦU TIÊN,EM XINH SAY HI,Juky San,ZINGMP3,03:52,https://zingmp3.vn/bai-hat/NGUOI-DAU-TIEN-EM-XINH-SAY-HI-Juky-San/Z88IAOA0.html,45000.0,3500000.0,2025-12-10
2025-10-31,25.0,ĐA NGHI,ANH TRAI SAY HI,"Negav, Hải Nam, CODYNAMVO, Dillan Hoàng Phan",ZINGMP3,04:18,https://zingmp3.vn/bai-hat/DA-NGHI-ANH-TRAI-SAY-HI-Negav-Hai-Nam-CODYNAMVO-Dillan-Hoang-Phan/Z89CZ8IO.html,13000.0,692000.0,2025-12-10
2025-10-31,26.0,In Love,Low G,JustaTee,ZINGMP3,03:21,https://zingmp3.vn/bai-hat/In-Love-Low-G-JustaTee/Z89EBCDW.html,5000.0,383000.0,2025-12-10
2025-10-31,27.0,Hoa Bất Tử,Thành Đạt,,ZINGMP3,04:51,https://zingmp3.vn/bai-hat/Hoa-Bat-Tu-Thanh-Dat/Z8UUZDZ8.html,236000.0,17200000.0,2025-12-10
2025-10-31,28.0,Say Một Đời Vì Em,Nguyên Vũ,,ZINGMP3,04:22,https://zingmp3.vn/bai-hat/Say-Mot-Doi-Vi-Em-Nguyen-Vu/Z89UDD8F.html,42000.0,1600000.0,2025-12-10
2025-10-31,29.0,DẪU CÓ ĐẾN ĐÂU,ANH TRAI SAY HI,"CONGB, VƯƠNG BÌNH, Lohan, Nhâm Phương Nam",ZINGMP3,04:02,https://zingmp3.vn/bai-hat/DAU-CO-DEN-DAU-ANH-TRAI-SAY-HI-CONGB-VUONG-BINH-Lohan-Nham-Phuong-Nam/Z89CZ8II.html,10000.0,879000.0,2025-12-10
2025-10-31,30.0,Người Đầu Tiên,Juky San,buitruonglinh,ZINGMP3,03:36,https://zingmp3.vn/bai-hat/Nguoi-Dau-Tien-Juky-San-buitruonglinh/Z8AOOBCA.html,7000.0,224000.0,2025-12-10
2025-10-31,31.0,ĐOẠN KỊCH CÂM,ANH TRAI SAY HI,"CONGB, Negav, B Ray, CODYNAMVO, Phạm Đình Thái Ngân, Mỹ Mỹ",ZINGMP3,04:02,https://zingmp3.vn/bai-hat/DOAN-KICH-CAM-ANH-TRAI-SAY-HI-CONGB-Negav-B-Ray-CODYNAMVO-Pham-Dinh-Thai-Ngan-My-My/Z8AZU6ID.html,4000.0,119000.0,2025-12-10
2025-10-31,32.0,Không Thời Gian,Dương Domic,,ZINGMP3,03:38,https://zingmp3.vn/bai-hat/Khong-Thoi-Gian-Duong-Domic/Z890F6ZE.html,39000.0,1900000.0,2025-12-10
2025-10-31,34.0,Lệ Ngang Trời,Hồ Nhi,A Tuân,ZINGMP3,05:29,https://zingmp3.vn/bai-hat/Le-Ngang-Troi-Ho-Nhi-A-Tuan/Z86DB6FC.html,117000.0,4099999.0,2025-12-10
2025-10-31,35.0,Muốn Cua Anh Làm Bồ,Dương Ái Vy,HTM,ZINGMP3,02:34,https://zingmp3.vn/bai-hat/Muon-Cua-Anh-Lam-Bo-Duong-Ai-Vy-HTM/Z8709ADD.html,155000.0,6700000.0,2025-12-10
2025-10-31,36.0,MAKE UP,ANH TRAI SAY HI,"Dillan Hoàng Phan, buitruonglinh, Đỗ Nam Sơn, Lohan, Ryn Lee, Bảo Thy",ZINGMP3,04:18,https://zingmp3.vn/bai-hat/MAKE-UP-ANH-TRAI-SAY-HI-Dillan-Hoang-Phan-buitruonglinh-Do-Nam-Son-Lohan-Ryn-Lee-Bao-Thy/Z8AZU6IF.html,2000.0,59000.0,2025-12-10
2025-10-31,37.0,Còn Gì Đẹp Hơn (Mưa Đỏ Original Soundtrack),Nguyễn Hùng,,ZINGMP3,04:42,https://zingmp3.vn/bai-hat/Con-Gi-Dep-Hon-Mua-Do-Original-Soundtrack-Nguyen-Hung/Z8796CZO.html,122000.0,7000000.0,2025-12-10
2025-10-31,38.0,Mảnh Tình Sai Đôi,Thành Đạt,,ZINGMP3,04:33,https://zingmp3.vn/bai-hat/Manh-Tinh-Sai-Doi-Thanh-Dat/Z89AEIEE.html,11000.0,469000.0,2025-12-10
2025-10-31,39.0,Vừa Lòng Nhau Chưa,Thành Đạt,"DICKSON, Lê Chí Trung",ZINGMP3,04:47,https://zingmp3.vn/bai-hat/Vua-Long-Nhau-Chua-Thanh-Dat-DICKSON-Le-Chi-Trung/Z8776A7D.html,33000.0,2400000.0,2025-12-10
2025-10-31,40.0,Sự Ưu Tiên Của Em,Lê Gia Bảo,,ZINGMP3,04:57,https://zingmp3.vn/bai-hat/Su-Uu-Tien-Cua-Em-Le-Gia-Bao/Z8O8B7BF.html,231000.0,15100000.0,2025-12-10
2025-10-31,41.0,Kết Thúc Và Chia Tay,Nguyễn Kiều Oanh,,ZINGMP3,04:57,https://zingmp3.vn/bai-hat/Ket-Thuc-Va-Chia-Tay-Nguyen-Kieu-Oanh/Z8AIW9CO.html,2000.0,87000.0,2025-12-10
2025-10-31,42.0,Cưới Chính,Nal,CT,ZINGMP3,04:04,https://zingmp3.vn/bai-hat/Cuoi-Chinh-Nal-CT/Z88EODCD.html,33000.0,906000.0,2025-12-10
2025-10-31,43.0,Chẳng Thể Cảm Hóa,Lương Quý Tuấn,An Clock,ZINGMP3,05:03,https://zingmp3.vn/bai-hat/Chang-The-Cam-Hoa-Luong-Quy-Tuan-An-Clock/Z8ZI8BAB.html,148000.0,5300000.0,2025-12-10
2025-10-31,44.0,ẢO ẢNH,ANH TRAI SAY HI,"Vũ Cát Tường, Gill, Ryn Lee",ZINGMP3,04:22,https://zingmp3.vn/bai-hat/AO-ANH-ANH-TRAI-SAY-HI-Vu-Cat-Tuong-Gill-Ryn-Lee/Z89F9E07.html,7000.0,363000.0,2025-12-10
2025-10-31,45.0,Nắng Ấm Trong Tim,Duongg,Dadeon,ZINGMP3,04:08,https://zingmp3.vn/bai-hat/Nang-Am-Trong-Tim-Duongg-Dadeon/Z886I7IU.html,10000.0,277000.0,2025-12-10
2025-10-31,46.0,Đừng Đóng Vai Nạn Nhân,Wendy Thảo,V2T Media,ZINGMP3,05:49,https://zingmp3.vn/bai-hat/Dung-Dong-Vai-Nan-Nhan-Thao-Wendy-V2T-Media/Z89A0IE8.html,17000.0,509000.0,2025-12-10
2025-10-31,47.0,Mảnh Tình Sai Đôi,Quang Hà,,ZINGMP3,04:37,https://zingmp3.vn/bai-hat/Manh-Tinh-Sai-Doi-Quang-Ha/Z88C6FWW.html,25000.0,1400000.0,2025-12-10
2025-10-31,48.0,CỨ ĐỔ TẠI CƠN MƯA,EM XINH SAY HI,"Phương Ly, Orange, Châu Bùi, 52Hz, Vũ Thảo My",ZINGMP3,04:15,https://zingmp3.vn/bai-hat/CU-DO-TAI-CON-MUA-EM-XINH-SAY-HI-Phuong-Ly-Orange-Chau-Bui-52Hz/Z87EBIEC.html,30000.0,3200000.0,2025-12-10
2025-10-31,49.0,Phong Sương Tửu (Ca Si Thiên Đình),THIÊN ĐÌNH,,ZINGMP3,03:43,https://zingmp3.vn/bai-hat/Phong-Suong-Tuu-Ca-Si-Thien-Dinh-THIEN-DINH/Z8AIWBI9.html,5000.0,300000.0,2025-12-10
2025-10-31,50.0,Trái Tim Không Có Tội,Châu Khải Phong,,ZINGMP3,05:33,https://zingmp3.vn/bai-hat/Trai-Tim-Khong-Co-Toi-Chau-Khai-Phong/Z88DZW6U.html,29000.0,1600000.0,2025-12-10
2025-10-31,51.0,ẾCH NGOÀI ĐÁY GIẾNG,EM XINH SAY HI,Phương Mỹ Chi,ZINGMP3,03:53,https://zingmp3.vn/bai-hat/ECH-NGOAI-DAY-GIENG-EM-XINH-SAY-HI-Phuong-My-Chi/Z88IAO9D.html,78000.0,4000000.0,2025-12-10
2025-10-31,52.0,HƠN LÀ BẠN,ANH TRAI SAY HI,"Ngô Kiến Huy, Vũ Cát Tường, Karik, VƯƠNG BÌNH, Sơn.K, MIN",ZINGMP3,03:48,https://zingmp3.vn/bai-hat/HON-LA-BAN-ANH-TRAI-SAY-HI-Ngo-Kien-Huy-Vu-Cat-Tuong-Karik-VUONG-BINH-Son-K-MIN/Z8AZU6W0.html,4000.0,102000.0,2025-12-10
2025-10-31,53.0,Bắt Con Bướm Vàng,DanhKa,,ZINGMP3,03:45,https://zingmp3.vn/bai-hat/Bat-Con-Buom-Vang-DanhKa/Z87AU6ED.html,33000.0,1500000.0,2025-12-10
2025-10-31,54.0,Có Mình Và Ta,Nguyễn Vĩ,,ZINGMP3,04:18,https://zingmp3.vn/bai-hat/Co-Minh-Va-Ta-Nguyen-Vi/Z88EZDW6.html,19000.0,755000.0,2025-12-10
2025-10-31,55.0,Ngàn Năm Ánh Sáng,Đặng Vĩnh Thịnh,BMZ,ZINGMP3,03:34,https://zingmp3.vn/bai-hat/Ngan-Nam-Anh-Sang-Dang-Vinh-Thinh-BMZ/Z87997D8.html,38000.0,2400000.0,2025-12-10
2025-10-31,57.0,Kho Báu,STRONG,,ZINGMP3,03:17,https://zingmp3.vn/bai-hat/Kho-Bau-S-TRONG/Z87IZ08U.html,62000.0,6200000.0,2025-12-10
2025-10-31,58.0,HERMOSA,ANH TRAI SAY HI,"Sơn.K, buitruonglinh, Tez, Mason Nguyen, CONGB",ZINGMP3,04:06,https://zingmp3.vn/bai-hat/HERMOSA-ANH-TRAI-SAY-HI-Son-K-buitruonglinh-Tez-Mason-Nguyen-CONGB/Z89ZDF69.html,17000.0,1100000.0,2025-12-10
2025-10-31,59.0,Kẻ Say Tình,Quốc Thiên,,ZINGMP3,05:08,https://zingmp3.vn/bai-hat/Ke-Say-Tinh-Quoc-Thien/Z87AA6ZA.html,22000.0,2400000.0,2025-12-10
2025-10-31,60.0,KHÔNG ĐAU NỮA RỒI,EM XINH SAY HI,"Orange, Mỹ Mỹ, 52Hz, Châu Bùi, Pháp Kiều",ZINGMP3,04:51,https://zingmp3.vn/bai-hat/KHONG-DAU-NUA-ROI-EM-XINH-SAY-HI-Orange-My-My-52Hz-Chau-Bui/Z869676I.html,86000.0,7100000.0,2025-12-10
2025-10-31,61.0,Em Không Cần,Hannie,,ZINGMP3,04:10,https://zingmp3.vn/bai-hat/Em-Khong-Can-Hannie/Z89A0IZE.html,6000.0,278000.0,2025-12-10
2025-10-31,62.0,Cơ Hội Cuối,An Vũ,,ZINGMP3,04:40,https://zingmp3.vn/bai-hat/Co-Hoi-Cuoi-An-Vu/Z8U96AD8.html,184000.0,11000000.0,2025-12-10
2025-10-31,63.0,Hoa,Chung Thanh Duy,,ZINGMP3,03:30,https://zingmp3.vn/bai-hat/Hoa-Chung-Thanh-Duy/Z86AC6D8.html,45000.0,3000000.0,2025-12-10
2025-10-31,64.0,TIẾC CHO EM,RHYDER,,ZINGMP3,04:16,https://zingmp3.vn/bai-hat/TIEC-CHO-EM-RHYDER/Z89D0FCI.html,7000.0,453000.0,2025-12-10
2025-10-31,65.0,Chẳng Nợ Ai Ngoài Em,Lê Gia Bảo,,ZINGMP3,04:56,https://zingmp3.vn/bai-hat/Chang-No-Ai-Ngoai-Em-Le-Gia-Bao/Z89OZOZI.html,15000.0,745000.0,2025-12-10
2025-10-31,66.0,Thấu Tình,Trung Hiếu,,ZINGMP3,05:06,https://zingmp3.vn/bai-hat/Thau-Tinh-Trung-Hieu/Z897F0UZ.html,9000.0,293000.0,2025-12-10
2025-10-31,67.0,Đừng Bất Công Với Em Mà,Inso,ViAM,ZINGMP3,04:06,https://zingmp3.vn/bai-hat/Dung-Bat-Cong-Voi-Em-Ma-Inso-ViAM/Z87I90A0.html,33000.0,2200000.0,2025-12-10
2025-10-31,68.0,Anh Thua Người Ta Nhiều Lắm,NB3 Hoài Bảo,CT,ZINGMP3,05:02,https://zingmp3.vn/bai-hat/Anh-Thua-Nguoi-Ta-Nhieu-Lam-NB3-Hoai-Bao-CT/Z88W9WWF.html,38000.0,1500000.0,2025-12-10
2025-10-31,69.0,NGƯỜI YÊU CHƯA SINH RA,ANH TRAI SAY HI,"OgeNus, BigDaddy, Phúc Du, HUSTLANG Robber, Dillan Hoàng Phan",ZINGMP3,03:54,https://zingmp3.vn/bai-hat/NGUOI-YEU-CHUA-SINH-RA-ANH-TRAI-SAY-HI-OgeNus-BigDaddy-Phuc-Du-HUSTLANG-Robber-Dillan-Hoang-Phan/Z89ZDF68.html,14000.0,813000.0,2025-12-10
2025-10-31,70.0,Sau Ngần Ấy Năm,Hà Nhi,,ZINGMP3,04:40,https://zingmp3.vn/bai-hat/Sau-Ngan-Ay-Nam-Ha-Nhi/Z8Z9UE6A.html,76000.0,6500000.0,2025-12-10
2025-10-31,72.0,Thương,Bích Phương,,ZINGMP3,03:10,https://zingmp3.vn/bai-hat/Thuong-Bich-Phuong/Z89O6CZ7.html,3000.0,279000.0,2025-12-10
2025-10-31,73.0,GÃ SĂN CÁ,EM XINH SAY HI,"Lâm Bảo Ngọc, Quỳnh Anh Shyn, MAIQUINN, Saabirose, Quang Hùng MasterD",ZINGMP3,03:53,https://zingmp3.vn/bai-hat/GA-SAN-CA-EM-XINH-SAY-HI-Lam-Bao-Ngoc-Quynh-Anh-Shyn-MAIQUINN-Saabirose/Z86C6CEA.html,112000.0,6700000.0,2025-12-10
2025-10-31,74.0,Anh Lại Say Rồi,Phan Duy Anh,T.A.P Entertainment Producer T.A,ZINGMP3,05:37,https://zingmp3.vn/bai-hat/Anh-Lai-Say-Roi-Phan-Duy-Anh-T-A-P-Entertainment-Producer-T-A/Z89I0CE7.html,11000.0,725000.0,2025-12-10
2025-10-31,75.0,Trạm Dừng Chân,Jack - J97,,ZINGMP3,03:38,https://zingmp3.vn/bai-hat/Tram-Dung-Chan-Jack-J97/Z86ID08C.html,105000.0,6600000.0,2025-12-10
2025-10-31,76.0,Cục Vàng Của Anh,Nana Liu,,ZINGMP3,03:12,https://zingmp3.vn/bai-hat/Cuc-Vang-Cua-Anh-Nana-Liu/Z87EW8AZ.html,28000.0,1200000.0,2025-12-10
2025-10-31,77.0,Một Mình Chẳng Sao,Ngân Ngân,,ZINGMP3,04:58,https://zingmp3.vn/bai-hat/Mot-Minh-Chang-Sao-Ngan-Ngan/Z898EAED.html,3000.0,192000.0,2025-12-10
2025-10-31,79.0,Peace N' Love,Low G,Mỹ Anh,ZINGMP3,03:36,https://zingmp3.vn/bai-hat/Peace-N-Love-Low-G-My-Anh/Z89EBCCE.html,64000.0,,2025-12-10
2025-10-31,80.0,Lo Người Ướt Áo,Nguyễn Thạc Bảo Ngọc,,ZINGMP3,05:01,https://zingmp3.vn/bai-hat/Lo-Nguoi-Uot-Ao-Nguyen-Thac-Bao-Ngoc/Z89DD0DE.html,3000.0,121000.0,2025-12-10
2025-10-31,81.0,Quên Rồi Khổ Đau Năm Ấy,Vicky Nhung,Đông Thiên Đức,ZINGMP3,04:58,https://zingmp3.vn/bai-hat/Quen-Roi-Kho-Dau-Nam-Ay-Vicky-Nhung-Dong-Thien-Duc/Z8UW8ZZA.html,11000.0,1700000.0,2025-12-10
2025-10-31,82.0,SAD Nhân,STRONG,,ZINGMP3,03:24,https://zingmp3.vn/bai-hat/SAD-Nhan-S-TRONG/Z88FC96W.html,1000.0,180000.0,2025-12-10
2025-10-31,83.0,Ngày Bình Thường Quên Người Mình Thương,Phát Huy T4,,ZINGMP3,04:02,https://zingmp3.vn/bai-hat/Ngay-Binh-Thuong-Quen-Nguoi-Minh-Thuong-Phat-Huy-T4/Z88C6FID.html,9000.0,678000.0,2025-12-10
2025-10-31,85.0,RƠI TỰ DO,EM XINH SAY HI,LyHan,ZINGMP3,03:21,https://zingmp3.vn/bai-hat/ROI-TU-DO-EM-XINH-SAY-HI-LyHan/Z88W9I9A.html,30000.0,2100000.0,2025-12-10
2025-10-31,86.0,Kệ Nhắm Mắt Yêu Luôn,Hana Cẩm Tiên,Tuệ Ny,ZINGMP3,03:20,https://zingmp3.vn/bai-hat/Ke-Nham-Mat-Yeu-Luon-Hana-Cam-Tien-Tue-Ny/Z87DAEU6.html,33000.0,1200000.0,2025-12-10
2025-10-31,87.0,THIÊU THÂN,ANH TRAI SAY HI,"Khoi Vu, B Ray, Ryn Lee, Phạm Đình Thái Ngân, Bùi Duy Ngọc",ZINGMP3,03:23,https://zingmp3.vn/bai-hat/THIEU-THAN-ANH-TRAI-SAY-HI-Khoi-Vu-B-Ray-Ryn-Lee-Pham-Dinh-Thai-Ngan-Bui-Duy-Ngoc/Z89ZDF6A.html,11000.0,681000.0,2025-12-10
2025-10-31,88.0,Hải Trình Tan Vỡ,Trungg I.U,Phạm Anh Duy,ZINGMP3,04:18,https://zingmp3.vn/bai-hat/Hai-Trinh-Tan-Vo-Trungg-I-U-Pham-Anh-Duy/Z88D8WAO.html,8000.0,672000.0,2025-12-10
2025-10-31,89.0,Ngã Về Không,Đặng Thiên Chí,,ZINGMP3,04:27,https://zingmp3.vn/bai-hat/Nga-Ve-Khong-Dang-Thien-Chi/Z8ZIZB80.html,89000.0,5400000.0,2025-12-10
2025-10-31,90.0,Ướt Lòng,Văn Mai Hương,,ZINGMP3,04:39,https://zingmp3.vn/bai-hat/Uot-Long-Van-Mai-Huong/Z87UBE9U.html,23000.0,2200000.0,2025-12-10
2025-10-31,92.0,BẮC THANG LÊN HỎI ÔNG TRỜI,EM XINH SAY HI,"Bích Phương, Juky San, LAMOON, Mỹ Mỹ, Quỳnh Anh Shyn",ZINGMP3,03:45,https://zingmp3.vn/bai-hat/BAC-THANG-LEN-HOI-ONG-TROI-EM-XINH-SAY-HI-Bich-Phuong-Juky-San-LAMOON-My-My-Quynh-Anh-Shyn/Z87C0DFO.html,34000.0,2500000.0,2025-12-10
2025-10-31,93.0,Em Nhắc Anh,Nana Liu,HTM,ZINGMP3,02:40,https://zingmp3.vn/bai-hat/Em-Nhac-Anh-Nana-Liu-HTM/Z88FO96F.html,15000.0,554000.0,2025-12-10
2025-10-31,94.0,CHILL GUYS NGON ZAI,ANH TRAI SAY HI,"BigDaddy, OgeNus, B Ray, Phúc Du",ZINGMP3,03:49,https://zingmp3.vn/bai-hat/CHILL-GUYS-NGON-ZAI-ANH-TRAI-SAY-HI-BigDaddy-OgeNus-B-Ray-Phuc-Du/Z89WA67I.html,14000.0,754000.0,2025-12-10
2025-10-31,95.0,Tưởng Rằng Sau Cơn Mưa,Lê Gia Bảo,BMZ,ZINGMP3,05:50,https://zingmp3.vn/bai-hat/Tuong-Rang-Sau-Con-Mua-Le-Gia-Bao-BMZ/Z86AUFFO.html,18000.0,1800000.0,2025-12-10
2025-10-31,97.0,Yêu Thật Lòng Đâu Dễ Quên,The Men,,ZINGMP3,04:49,https://zingmp3.vn/bai-hat/Yeu-That-Long-Dau-De-Quen-The-Men/Z88OBWFO.html,10000.0,1200000.0,2025-12-10
2025-10-31,98.0,Quyền Yếu Đuối (Piano Version),MiiNa,"RIN9, DREAMeR",ZINGMP3,02:55,https://zingmp3.vn/bai-hat/Quyen-Yeu-Duoi-Piano-Version-MiiNa-RIN9-DREAMeR/Z89DA8EW.html,7000.0,235000.0,2025-12-10
2025-10-31,99.0,CỨ ĐỔ TẠI CƠN MƯA (Solo & Piano),EM XINH SAY HI,Orange,ZINGMP3,03:05,https://zingmp3.vn/bai-hat/CU-DO-TAI-CON-MUA-Solo-Piano-EM-XINH-SAY-HI-Orange/Z89IIBCZ.html,1000.0,166000.0,2025-12-10
2025-10-31,100.0,Có Còn Yêu Em,Nguyễn Kiều Oanh,,ZINGMP3,05:47,https://zingmp3.vn/bai-hat/Co-Con-Yeu-Em-Nguyen-Kieu-Oanh/Z88OUE8D.html,12000.0,894000.0,2025-12-10
2025-11-01,1.0,Thật Không Giống Ai (From Thà Cô Đơn),Vicky Nhung,,ZINGMP3,04:07,https://zingmp3.vn/bai-hat/That-Khong-Giong-Ai-From-Tha-Co-Don-Vicky-Nhung/Z8A6IOWO.html,17000.0,,2025-12-10
2025-11-01,2.0,Họa Sĩ Tồi,Thái Học,,ZINGMP3,04:43,https://zingmp3.vn/bai-hat/Hoa-Si-Toi-Thai-Hoc/Z88IIB8B.html,212000.0,9100000.0,2025-12-10
2025-11-01,3.0,Em Thua Cô Ta,Min Quỳnh Anh,,ZINGMP3,04:29,https://zingmp3.vn/bai-hat/Em-Thua-Co-Ta-Min-Quynh-Anh/Z89Z7Z0A.html,105000.0,2100000.0,2025-12-10
2025-11-01,4.0,Mỹ Vị Cuộc Đời,Trung Quân,,ZINGMP3,05:06,https://zingmp3.vn/bai-hat/My-Vi-Cuoc-Doi-Trung-Quan/Z8AOAC0O.html,1000.0,76000.0,2025-12-10
2025-11-01,5.0,Canh Bạc Hôn Nhân,LaLa Trần,Nguyễn Hồng Thuận,ZINGMP3,05:35,https://zingmp3.vn/bai-hat/Canh-Bac-Hon-Nhan-LaLa-Tran-Nguyen-Hong-Thuan/Z8AIA6D7.html,11000.0,274000.0,2025-12-10
2025-11-01,6.0,Anh Đã Không Biết Cách Yêu Em,Quang Đăng Trần,,ZINGMP3,04:06,https://zingmp3.vn/bai-hat/Anh-Da-Khong-Biet-Cach-Yeu-Em-Quang-Dang-Tran/Z870AWF8.html,381000.0,18900000.0,2025-12-10
2025-11-01,7.0,Cạn Dòng Ướt Mi,Dee Trần,,ZINGMP3,04:33,https://zingmp3.vn/bai-hat/Can-Dong-Uot-Mi-Dee-Tran/Z8AUA078.html,1000.0,57000.0,2025-12-10
2025-11-01,8.0,Mình Là Người Yêu Cũ,Khả Hiệp,,ZINGMP3,04:53,https://zingmp3.vn/bai-hat/Minh-La-Nguoi-Yeu-Cu-Kha-Hiep/Z877Z7EW.html,199000.0,8500000.0,2025-12-10
2025-11-01,9.0,Quyền Yếu Đuối,MiiNa,"RIN9, DREAMeR",ZINGMP3,02:55,https://zingmp3.vn/bai-hat/Quyen-Yeu-Duoi-MiiNa-RIN9-DREAMeR/Z89AI86A.html,42000.0,1100000.0,2025-12-10
